workerId	tasktype	q1	q1correct	q1err	q2	q2correct	q2err	q3	q3correct	q3err	q4	q4correct	q4err	q5	q5correct	q5err	q6	q6correct	q6err	q7	q7correct	q7err	q8	q8correct	q8err	age	gender	educ	chartuse	stats	resource	race	enjoyment	preq1	preq2a	preq2b	preq3	prescore	totaltime
wnzrvyazgx6nbxue0jybke29l5tb6vc6v6njgbt92lpeklnmi	d_np	45	0	-45	20	0	20	40	0	-60	40	0	-60	50	0	45	50	0	50	65	0	60	55	0	10	18	female	bach	never	often	no	hispanic	moderatelyEnjoyable	36	25	21	4	0	1429
aubatsahqu1w8ia4ig7uwn4s4i9nl8lzigap24n259qy5sif6r	c_p	50	0	-40	50	0	50	50	0	-50	50	0	-50	50	0	45	50	0	50	50	0	45	50	0	5	18	female	bach	rarely	often	no	black	somewhatEnjoyable	0.1	30	23	20	1	797
ftbnm7md0o8bilcagxkkmlsoraerxo88t72g0wq46sr0yj02j4i	c_p	20	0	-70	20	0	20	10	0	-90	20	0	-80	30	0	25	40	0	40	50	0	45	50	0	5	25	male	grad	never	veryoften	no	white	moderatelyEnjoyable	25	30	20	50	4	2719
bio38fmbuin4k0rx947gjsjorqj5ix3f0k3yl4e29kitzz1tt9	d_np	50	0	-40	50	0	50	50	0	-50	40	0	-60	50	0	45	65	0	65	25	0	20	55	0	10	35	male	bach	sometimes	sometimes	no	asian	somewhatEnjoyable	25	30	20	50	4	1045
rcyh3j2bxmhme8rc8n3aqbyb96168apw4extia834wm1cx9wwmi	d_np	70	0	-20	0	1	0	100	1	0	100	1	0	30	0	25	0	1	0	0	0	-5	20	0	-25	55	female	high	rarely	veryoften	no	white	notatallEnjoyable	20	3	25	5	0	1607
rypns3is2cbbs75k1z84wvcxr1sat3ifi9so2cue40d9tsurf6r	c_p	100	0	10	25	0	25	50	0	-50	100	1	0	50	0	45	0	1	0	12	0	7	12	0	-33	25	female	bach	rarely	often	no	white	notatallEnjoyable	25	30	20	50	4	751
qva50elva5ayfh6wc5svy4x6ryv8t9akkzhaynl04m1xxbt9	d_p	60	0	-30	3	0	3	97.7	0	-2.3	95	0	-5	5	1	0	50	0	50	30	0	25	5	0	-40	35	male	bach	rarely	often	no	white	somewhatEnjoyable	25	30	23	8	2	2824
4plhc7a1jtl6djg6bgshsemifu6t7r0fvcdaes62vwr35wmi	d_p	90	1	0	90	0	90	40	0	-60	95	0	-5	20	0	15	40	0	40	15	0	10	60	0	15	45	female	bach	rarely	veryoften	no	white	slightlyEnjoyable	40	35	45	4	0	829
gahowwxxy0e6hba0ka8umcxr8ymqxc5vls2zs4uj4d7t0ara4i	d_np	90	1	0	0	1	0	100	1	0	100	1	0	5	1	0	0	1	0	5	1	0	40	0	-5	25	female	bach	rarely	often	no	white	slightlyEnjoyable	30	25	20	70	1	719
wi8gc7situ686llb8ti4wjyviyl52drsqh6dk2s8uok863l3di	c_p	48	0	-42	52	0	52	45	0	-55	75	0	-25	40	0	35	50	0	50	72	0	67	60	0	15	35	male	high	rarely	veryoften	no	white	somewhatEnjoyable	42	12	38	8	0	895
o5u50itcbh9yn6sqdfkm1v2t9hqvo0m2whfemy4s4yx34pwrk9	d_p	100	0	10	75	0	75	75	0	-25	10	0	-90	25	0	20	50	0	50	50	0	45	50	0	5	25	male	high	veryoften	often	no	black	extremelyEnjoyable	200	30	20	50	3	1384
l4p4iwua59k45szwmenv4e7b9eihe42wnshac52sf4343u9pb9	d_p	1	0	-89	0.5	0	0.5	10	0	-90	20	0	-80	5	1	0	2	0	2	1	0	-4	1	0	-44	25	female	high	never	veryoften	no	white	slightlyEnjoyable	20	30	10	20	1	539
6o33o5lqwyifkyl1x89ztzkt9xw0i2o8h3rum7svva07iizfr	d_np	60	0	-30	10	0	10	95	0	-5	90	0	-10	20	0	15	10	0	10	10	0	5	60	0	15	25	female	high	never	veryoften	no	white	moderatelyEnjoyable	20	30	24	5	1	2394
g62kkhz9bqdhqr8hd3k4holxraawefkziqxl65qyjjkittke29	c_p	100	0	10	0	1	0	100	1	0	100	1	0	5	1	0	0	1	0	5	1	0	75	0	30	25	male	high	sometimes	veryoften	no	white	somewhatEnjoyable	25	30	35	20	2	2730
4abuxdrdsu8oyhn5oktfrh33di4hjzbqs01kvxykaj8aj567ds4i	d_np	90	1	0	0	1	0	100	1	0	100	1	0	5	1	0	0	1	0	5	1	0	45	1	0	25	female	grad	sometimes	often	no	white	moderatelyEnjoyable	10	30	23	4	1	551
2mgbmyycvmka9t2brcfm6ajorfo1x5b9p6nid540i1gyy88semi	c_p	50	0	-40	3	0	3	85	0	-15	90	0	-10	25	0	20	5	0	5	35	0	30	25	0	-20	35	male	grad	sometimes	rarely	no	white	moderatelyEnjoyable	25	30	20	40	3	908
ycuh2v0fgnc7wifaxyxh6w29w5tkz6oz9emnfgiiq0yue4s4i	c_p	25	0	-65	1	0	1	95	0	-5	1	0	-99	10	0	5	10	0	10	30	0	25	15	0	-30	25	male	bach	veryoften	rarely	no	white	moderatelyEnjoyable	25	30	20	50	4	1268
au7fopi1dipks9vz2qk6gviiswovavvosyzmdbmc6aoo5hfr	d_p	80	0	-10	0	1	0	100	1	0	100	1	0	0	0	-5	0	1	0	80	0	75	10	0	-35	35	male	bach	sometimes	often	no	white	somewhatEnjoyable	10	70	70	20	0	992
b3prlpy887b8f7drckgrs5rk9chxm3y5oxnd7jtm7z6cknpnwmi	d_p	80	0	-10	0	1	0	100	1	0	100	1	0	10	0	5	0	1	0	10	0	5	40	0	-5	55	female	bach	rarely	veryoften	no	white	extremelyEnjoyable	40	60	33	4	0	3490
bphvi0eh84813sadxwlndygb9ymdylx5paxl779ee71glow29	c_p	80	0	-10	0	1	0	100	1	0	100	1	0	0	0	-5	0	1	0	20	0	15	20	0	-25	55	female	high	sometimes	veryoften	no	white	moderatelyEnjoyable	20	30	42	4	1	1256
phar5szecaq6pmtr4doswcdi2qetfhvifoyyx3yywfkk9sh5mi	c_p	34	0	-56	0	1	0	95	0	-5	95	0	-5	32	0	27	30	0	30	30	0	25	30	0	-15	18	male	bach	veryoften	rarely	no	white	moderatelyEnjoyable	25	30	20	44	3	700
o0k5wgb9lqucsjzpg0kke29wbiqmg27eagd0nzwvlu40a4i	d_p	35	0	-55	0	1	0	100	1	0	100	1	0	0	0	-5	0	1	0	35	0	30	5	0	-40	55	male	high	never		no	white	moderatelyEnjoyable	25	30	20	4	3	1352
xrrplii5bt45g87vrp6z85mi8nu07i16wmc1phgg67zumcxr	c_p	50	0	-40	15	0	15	70	0	-30	85	0	-15	25	0	20	1	0	1	10	0	5	25	0	-20	18	male	high	sometimes	veryoften	no	white	somewhatEnjoyable	25	30	20	50	4	1109
kmpnpn75qjzjo1sdblamrt3xr9zdp9lw7lt2n6y7iqjqt1emi	d_np	17	0	-73	5	0	5	8	0	-92	23	0	-77	25	0	20	30	0	30	15	0	10	10	0	-35	25	other	bach	rarely	veryoften	no	other	notatallEnjoyable	10	25	60	40	0	1046
cmc8flj37kr93ew0r7tdtpgb95mgz8qqz5gzk6ccdyq2uh4zpvi	c_p	25	0	-65	5	0	5	50	0	-50	20	0	-80	15	0	10	25	0	25	30	0	25	25	0	-20	25	male	bach	never	veryoften	no	black	notatallEnjoyable	25	30	35	20	2	1563
a5p265fupjgnyrpit3ujo47vi64ot42of91mjcqo2doifx39pb9	d_np	68	0	-22	80	0	80	1	0	-99	0	0	-100	96	0	91	1	0	1	6	0	1	68	0	23	35	female	bach	rarely	often	no	white	slightlyEnjoyable	25	30	20	50	4	1241
lzyh0swm4o8o2h2roiwndbo6rqfqy9nekjdmakc1he8g6nu3di	c_p	95	0	5	0	1	0	100	1	0	100	1	0	49	0	44	0	1	0	0	0	-5	68	0	23	25	female	other	rarely	often	no	white	notatallEnjoyable	10	30	35	5	1	837
tmcbzpnhs2ptbzu5ay0pjsjorurtva4rj7b5urco8xb6gvi	d_p	100	0	10	5	0	5	100	1	0	100	1	0	5	1	0	1	0	1	30	0	25	30	0	-15	55	female	grad	sometimes	often	no	white	somewhatEnjoyable	25	30	20	4	3	2957
bsqe2ls7x292ul5i6pp0hpvip9swkm9innau080wt0cprdx6r	d_p	80	0	-10	0	1	0	100	1	0	100	1	0	15	0	10	0	1	0	10	0	5	40	0	-5	25	male	bach	sometimes	veryoften	no	white	notatallEnjoyable	10	30	25	50	2	912
nx65zrkgbx8cq20yc8lg14iodz3dmf8hs75i0np5uahsemi	d_np	33	0	-57	50	0	50	50	0	-50	34	0	-66	50	0	45	20	0	20	70	0	65	16	0	-29	45	female	high	rarely	veryoften	no	white	moderatelyEnjoyable	25	30	23	20	2	871
6ijpvie7zz7i4eo12u3yuv7vibmhrfdn4jowdwtnrw3hbedn29	c_p	0	0	-90	50	0	50	50	0	-50	100	1	0	50	0	45	0	1	0	0	0	-5	10	0	-35	25	male	high	sometimes	veryoften	no	hispanic	moderatelyEnjoyable	25	30	20	50	4	544
p1wcyclxgld69nlrcpul92j4iaihbah4rhleag5p3a6r5p14i	c_p	98	0	8	1	0	1	100	1	0	100	1	0	5	1	0	1	0	1	10	0	5	10	0	-35	18	female	high	sometimes	often	no	white	somewhatEnjoyable	25	60	23	80	1	546
fjsdchjln9lb6if1kw1k2zkt9iiitlwrhbod6a7xy4s0xusor	c_p	70	0	-20	5	0	5	95	0	-5	100	1	0	30	0	25	5	0	5	30	0	25	70	0	25	45	male	bach	rarely	veryoften	no	white	moderatelyEnjoyable	25	30	24	4	2	1310
1r9e2j8fa4o33sljzls9mdvx6r1oi5iu27vt4hdccgzy43n5ewmi	c_p	25	0	-65	10	0	10	40	0	-60	30	0	-70	15	0	10	50	0	50	70	0	65	25	0	-20	25	female	bach	rarely	veryoften	no	white	slightlyEnjoyable	20	25	5	10	0	266
4p3owroe4ftq7wemas3ui8uxrrqqynbyzf6xq2lmq9hog8pvi	d_np	90	1	0	0	1	0	100	1	0	100	1	0	5	1	0	0	1	0	5	1	0	45	1	0	25	male	bach	often	often	no	asian	slightlyEnjoyable	25	30	23	50	3	1295
3r75jjq101b17lzxxxhqag7gb9k8ekij9h7hf9qobtft2r19k9	d_np	80	0	-10	0	1	0	100	1	0	100	1	0	10	0	5	0	1	0	10	0	5	40	0	-5	25	male	grad	rarely	often	no	white	moderatelyEnjoyable	25	30	20	70	3	1641
5bspeyyve1ilm7mst4st273nmi88xw8jutl1wspsn1gwgj02j4i	d_np	50	0	-40	0	1	0	100	1	0	100	1	0	15	0	10	0	1	0	20	0	15	20	0	-25	55	male	high	never	veryoften	no	white	somewhatEnjoyable	10	30	20	50	3	2301
hxojmpsaul6pp4tnfj3euerk9pgsyg45ka1776todpoktvs4i	d_np	65	0	-25	0	1	0	99	0	-1	99	0	-1	0	0	-5	0	1	0	2	0	-3	32	0	-13	18	male	grad	sometimes	sometimes	no	white	somewhatEnjoyable	25	30	35	20	2	1585
r2ar60nay0ncot793cg39dx6rmudh5sffh0s30w1sjqcnxw29	d_p	85	0	-5	0	1	0	100	1	0	100	1	0	5	1	0	0	1	0	10	0	5	40	0	-5		female	high	sometimes	often	no	white	moderatelyEnjoyable	25	30	20	50	4	1222
ofj0kpx9iwililltno0n0o1orq01pclvyjppab5j7ghiurqkt9	d_np	90	1	0	0	1	0	100	1	0	100	1	0	5	1	0	0	1	0	5	1	0	45	1	0	25	female	high	rarely	often	no	white	somewhatEnjoyable	25	30	20	5	3	1425
wntfqz9fbxpdq9lt4a13jtt9t93q6lkizbbqpo8nd2q82rzfr	c_p	20	0	-70	10	0	10	40	0	-60	40	0	-60	20	0	15	40	0	40	30	0	25	20	0	-25	45	female	other	never	veryoften	no	white	slightlyEnjoyable	30	25	40	5	0	689
f6k4uu1fd6xl1voaf6ytx1or96hkrn0q3e87u1duz8dd7psyvi	d_p	30	0	-60	70	0	70	100	1	0	100	1	0	30	0	25	10	0	10	15	0	10	40	0	-5	55	male	bach	sometimes	often	no	white	moderatelyEnjoyable	25	30	20	4	3	1256
6cq4lkdlfii9yzegprqtpm0a4i001fh0e6d02da9459zi3w8w7b9	c_p	85	0	-5	0	1	0	100	1	0	100	1	0	5	1	0	0	1	0	10	0	5	25	0	-20	35	male	high	rarely	veryoften	no	white	slightlyEnjoyable	25	30	20	50	4	1720
obvl1ebedz10etd08982gldib11ej9wmt65p8cpr43zlx47vi	d_p	90	1	0	0	1	0	100	1	0	100	1	0	5	1	0	0	1	0	5	1	0	35	0	-10	25	female	bach	sometimes	sometimes	no	white	slightlyEnjoyable	20	30	20	50	3	1096
18z4f3erl84k3x154yby9tqpvi7rjd5lt23rq42pbhpktyt1q0k9	d_np	70	0	-20	0	1	0	10	0	-90	95	0	-5	10	0	5	0	1	0	20	0	15	50	0	5	25	male	high	rarely	veryoften	no	white	notatallEnjoyable	25	30	20	75	3	1855
sthu5w5srd4xfztfkasltmx6rcp7vh3r7mxx6g3ojiw2mvrhpvi	d_p	90	1	0	0	1	0	100	1	0	100	1	0	5	1	0	0	1	0	5	1	0	45	1	0	18	female	bach	rarely	often	no	white	somewhatEnjoyable	25	30	23	50	3	1806
lognxtm7xd6nxkrf7ffe3tyb93tq03hzwa0i70fktu11xt21emi	d_np	24	0	-66	10	0	10	75	0	-25	60	0	-40	25	0	20	40	0	40	50	0	45	15	0	-30	18	male	high	rarely	often	no	black	notatallEnjoyable	20	30	15	20	1	2119
u36lref4jk2amj45ut1qq6w29eabmkozqk1vyg94x4w4hg2e29	d_np	50	0	-40	0	1	0	100	1	0	100	1	0	10	0	5	0	1	0	10	0	5	40	0	-5	45	male	bach	often	veryoften	no	white	moderatelyEnjoyable	25	30	24	95	2	1028
lkobyjd0m6d1yiet0n4l07ldigq1efko0lrt838qpe7p4rhpvi	d_np	7	0	-83	0	1	0	20	0	-80	20	0	-80	13	0	8	0	1	0	0	0	-5	5	0	-40	45	female	high	rarely	often	no	white	slightlyEnjoyable	25	33	35	0.8	1	1273
ik90vzzhjznb0opid804l5wmikv31n0yjgqdyodgyivmcmcxr	c_p	65	0	-25	0	1	0	99	0	-1	100	1	0	20	0	15	0	1	0	10	0	5	40	0	-5	25	male	grad	often	never	no	white	extremelyEnjoyable	25	30	20	50	4	862
jjkrhas5fe461153qokvb1emicfm7qsb09q6c25iv4aacq5mi	d_p	90	1	0	0	1	0	100	1	0	100	1	0	5	1	0	0	1	0	5	1	0	45	1	0	35	male	bach	often	veryoften	no	white	extremelyEnjoyable	20	33	15	5	0	1157
7la6se2k9iug053iyhoezv9529a76oh8bkto1vcj8h17h55ewmi	d_np	30	0	-60	10	0	10	100	1	0	50	0	-50	20	0	15	40	0	40	30	0	25	25	0	-20	35	female	high	rarely	veryoften	no	black	slightlyEnjoyable	25	30	20	55	3	1205
i8dajprm3uyzpdlh12rcnmi1hezykw2phlrcywxvtxv1xxbt9	d_np	30	0	-60	20	0	20	40	0	-60	40	0	-60	20	0	15	20	0	20	20	0	15	50	0	5	35	male	grad	veryoften	rarely	no	white	moderatelyEnjoyable	20	5	40	20	0	1079
toj3zscjkeo9njfe17uhoxbt9i0ltn6bg4bi86j09hph30izfr	c_p	35	0	-55	5	0	5	90	0	-10	95	0	-5	20	0	15	15	0	15	30	0	25	30	0	-15	35	female		rarely	often	no	white	somewhatEnjoyable	10	30	23	5	1	2413
3rdhhbw9lu34k7cbeon3xiggb9gbedtuaha2err3fyvt4g9cnmi	d_p	70	0	-20	5	0	5	95	0	-5	99	0	-1	50	0	45	1	0	1	10	0	5	75	0	30	35	male	bach	often	often	no	white	extremelyEnjoyable	10	30	23	5	1	731
iogzntcxip5yhzceptdnasjor2og40px611vp6l1miyum53tyb9	d_p	80	0	-10	0	1	0	100	1	0	100	1	0	10	0	5	0	1	0	10	0	5	40	0	-5	18	female	bach	sometimes	often	no	white	slightlyEnjoyable	33	30	20	80	2	1663
rznvfznvo2eb49vtntg25ipb9hrmvec5sg7avq4u9jxfj38fr	d_np	30	0	-60	20	0	20	50	0	-50	25	0	-75	20	0	15	50	0	50	75	0	70	40	0	-5	25	female	high	never	often	no	white	notatallEnjoyable	25	30	23	8	2	1112
z5vn6u1qljvgsdb9fjtxirudikwrm4er1gwje0xe95ywq4zpvi	d_np	30	0	-60	70	0	70	40	0	-60	20	0	-80	10	0	5	50	0	50	10	0	5	25	0	-20	35	female	bach	rarely	often	no	black	slightlyEnjoyable	40	25	30	15	0	1044
2kw78d4rh3qyo8u5h5gzdj9k9dqwxsvbaupxpgwpj3s2y44pldi	d_np	0	0	-90	75	0	75	100	1	0	100	1	0	100	0	95	0	1	0	0	0	-5	0	0	-45	35	female	grad	rarely	veryoften	no	asian	moderatelyEnjoyable	50	30	23	15	1	1315
f843onj4mo37ydfuxtk3qmpldi6ujb7nhih8t7dkvzho9m1s8aor	c_p	100	0	10	0	1	0	100	1	0	100	1	0	0	0	-5	0	1	0	100	0	95	50	0	5	25	male	grad	never	often	no	asian	moderatelyEnjoyable	25	30	20	5	3	928
35r68f6ky1jmi2pr35umf2mx6r6x490bodagp2e3641ln89f6r	d_np	80	0	-10	0	1	0	100	1	0	100	1	0	10	0	5	0	1	0	10	0	5	40	0	-5	35	female	grad	never	often	no	white	somewhatEnjoyable	10	30	22	10	1	1019
gxqjjabsvqktal67amsp58kt9cvjrj8mgmau679mxbesev1jor	d_p	45	0	-45	0	1	0	100	1	0	99	0	-1	7	0	2	1	0	1	5	1	0	45	1	0	25	female	bach	sometimes	veryoften	no	white	moderatelyEnjoyable	25	30	20	50	4	2375
ut2puodozi99tig64xq5dygb9650st0n7cudm1ic7xgno2yb9	d_np	20	0	-70	20	0	20	75	0	-25	50	0	-50	50	0	45	75	0	75	25	0	20	10	0	-35	35	male	bach	rarely	often	no	white	somewhatEnjoyable	25	30	20	4	3	680
vfmlt4xzhfisqxcb8mp25ipb9qi12pe74m8449ajligv9ggb9	c_p	5	0	-85	20	0	20	50	0	-50	10	0	-90	20	0	15	1	0	1	3	0	-2	25	0	-20	35	male	high	rarely	veryoften	no	white	notatallEnjoyable	50	30	23	4	1	902
h9twwc98xul4k75bimqvndn29jda6bug6brsclaz5hi73krzfr	d_np	25	0	-65	10	0	10	17	0	-83	18	0	-82	20	0	15	15	0	15	25	0	20	15	0	-30	18	female	high	sometimes	often	no	white	somewhatEnjoyable	20	30	10	1	1	530
hiddblkqfcs7d7t1clm8nz5mibvh00qel57mxs7iji9bb7qfr	c_p	25	0	-65	5	0	5	100	1	0	100	1	0	20	0	15	5	0	5	20	0	15	25	0	-20	25	male	bach	rarely	often	no	asian	somewhatEnjoyable	10	30	20	50	3	1547
p8xaqegmlf6ya7my1an1rwwmix9as6yhavbj946nvofteuq5mi	d_p	90	1	0	0	1	0	100	1	0	100	1	0	5	1	0	0	1	0	5	1	0	45	1	0	25	female	bach	sometimes	sometimes	no	white	extremelyEnjoyable	25	30	23	4	2	1946
unuoq8hst6zwiakbqqepzaorcdch7sp0i6x1lq512qa7nwmi	d_p	75	0	-15	5	0	5	92	0	-8	90	0	-10	10	0	5	5	0	5	30	0	25	30	0	-15	25	male	grad	rarely	often	no	white	slightlyEnjoyable	25	25	20	0.5	2	1302
hoiks0yg5b8t5n43z0p1zto6rw6whe8rf78yvgzrjxnjexw29	c_p	100	0	10	0	1	0	100	1	0	100	1	0	0	0	-5	0	1	0	0	0	-5	80	0	35	25	male	bach	sometimes	sometimes	no	white	moderatelyEnjoyable	20	25	20	5	1	662
